Season,TeamID,ClutchWins,ClutchLosses,ClutchRatio
1985,1102,2.0,5.0,0.2857142857142857
1985,1103,4.0,3.0,0.5714285714285714
1985,1104,4.0,5.0,0.4444444444444444
1985,1106,4.0,3.0,0.5714285714285714
1985,1108,5.0,1.0,0.8333333333333334
1985,1109,1.0,0.0,1.0
1985,1110,3.0,1.0,0.75
1985,1111,2.0,3.0,0.4
1985,1112,4.0,5.0,0.4444444444444444
1985,1113,3.0,2.0,0.6
1985,1114,3.0,2.0,0.6
1985,1116,3.0,6.0,0.3333333333333333
1985,1117,5.0,1.0,0.8333333333333334
1985,1119,7.0,5.0,0.5833333333333334
1985,1120,7.0,3.0,0.7
1985,1121,1.0,0.0,1.0
1985,1122,4.0,2.0,0.6666666666666666
1985,1123,4.0,4.0,0.5
1985,1126,5.0,0.0,1.0
1985,1129,4.0,5.0,0.4444444444444444
1985,1130,4.0,4.0,0.5
1985,1131,4.0,2.0,0.6666666666666666
1985,1132,4.0,1.0,0.8
1985,1133,2.0,4.0,0.3333333333333333
1985,1134,2.0,3.0,0.4
1985,1135,2.0,7.0,0.2222222222222222
1985,1137,3.0,6.0,0.3333333333333333
1985,1139,6.0,2.0,0.75
1985,1140,3.0,5.0,0.375
1985,1141,3.0,5.0,0.375
1985,1143,2.0,3.0,0.4
1985,1144,1.0,1.0,0.5
1985,1145,2.0,1.0,0.6666666666666666
1985,1147,2.0,3.0,0.4
1985,1149,4.0,2.0,0.6666666666666666
1985,1150,1.0,4.0,0.2
1985,1151,4.0,1.0,0.8
1985,1152,2.0,2.0,0.5
1985,1153,7.0,1.0,0.875
1985,1154,3.0,1.0,0.75
1985,1155,2.0,3.0,0.4
1985,1156,3.0,2.0,0.6
1985,1160,2.0,2.0,0.5
1985,1161,4.0,5.0,0.4444444444444444
1985,1162,1.0,4.0,0.2
1985,1163,3.0,3.0,0.5
1985,1165,1.0,4.0,0.2
1985,1166,4.0,1.0,0.8
1985,1168,5.0,2.0,0.7142857142857143
1985,1171,2.0,2.0,0.5
1985,1172,2.0,7.0,0.2222222222222222
1985,1173,2.0,1.0,0.6666666666666666
1985,1174,5.0,3.0,0.625
1985,1175,2.0,2.0,0.5
1985,1177,1.0,2.0,0.3333333333333333
1985,1178,2.0,3.0,0.4
1985,1179,3.0,5.0,0.375
1985,1180,4.0,5.0,0.4444444444444444
1985,1181,2.0,2.0,0.5
1985,1182,3.0,1.0,0.75
1985,1183,4.0,4.0,0.5
1985,1184,2.0,5.0,0.2857142857142857
1985,1185,5.0,5.0,0.5
1985,1186,2.0,3.0,0.4
1985,1187,1.0,4.0,0.2
1985,1190,3.0,1.0,0.75
1985,1191,4.0,2.0,0.6666666666666666
1985,1192,8.0,3.0,0.7272727272727273
1985,1193,5.0,5.0,0.5
1985,1196,2.0,4.0,0.3333333333333333
1985,1199,1.0,7.0,0.125
1985,1200,4.0,3.0,0.5714285714285714
1985,1201,3.0,3.0,0.5
1985,1202,2.0,4.0,0.3333333333333333
1985,1203,1.0,3.0,0.25
1985,1204,3.0,2.0,0.6
1985,1206,3.0,5.0,0.375
1985,1207,2.0,2.0,0.5
1985,1208,4.0,4.0,0.5
1985,1210,4.0,1.0,0.8
1985,1211,4.0,4.0,0.5
1985,1212,2.0,0.0,1.0
1985,1215,3.0,5.0,0.375
1985,1216,3.0,4.0,0.42857142857142855
1985,1217,4.0,3.0,0.5714285714285714
1985,1218,4.0,4.0,0.5
1985,1220,2.0,2.0,0.5
1985,1221,3.0,5.0,0.375
1985,1222,2.0,3.0,0.4
1985,1223,4.0,2.0,0.6666666666666666
1985,1224,3.0,4.0,0.42857142857142855
1985,1225,2.0,4.0,0.3333333333333333
1985,1226,5.0,2.0,0.7142857142857143
1985,1227,3.0,1.0,0.75
1985,1228,3.0,2.0,0.6
1985,1229,4.0,1.0,0.8
1985,1231,1.0,2.0,0.3333333333333333
1985,1232,4.0,6.0,0.4
1985,1233,6.0,2.0,0.75
1985,1234,1.0,4.0,0.2
1985,1235,3.0,5.0,0.375
1985,1238,4.0,3.0,0.5714285714285714
1985,1239,3.0,6.0,0.3333333333333333
1985,1241,4.0,1.0,0.8
1985,1242,3.0,2.0,0.6
1985,1243,2.0,1.0,0.6666666666666666
1985,1245,3.0,3.0,0.5
1985,1246,4.0,4.0,0.5
1985,1247,5.0,4.0,0.5555555555555556
1985,1248,5.0,6.0,0.45454545454545453
1985,1249,1.0,2.0,0.3333333333333333
1985,1250,5.0,6.0,0.45454545454545453
1985,1253,1.0,3.0,0.25
1985,1254,4.0,6.0,0.4
1985,1256,3.0,0.0,1.0
1985,1257,2.0,2.0,0.5
1985,1258,1.0,2.0,0.3333333333333333
1985,1259,4.0,3.0,0.5714285714285714
1985,1260,1.0,0.0,1.0
1985,1261,4.0,3.0,0.5714285714285714
1985,1263,5.0,2.0,0.7142857142857143
1985,1264,2.0,6.0,0.25
1985,1265,1.0,5.0,0.16666666666666666
1985,1266,1.0,2.0,0.3333333333333333
1985,1267,3.0,2.0,0.6
1985,1268,9.0,4.0,0.6923076923076923
1985,1269,3.0,4.0,0.42857142857142855
1985,1270,1.0,2.0,0.3333333333333333
1985,1272,3.0,1.0,0.75
1985,1273,1.0,4.0,0.2
1985,1275,3.0,3.0,0.5
1985,1276,4.0,0.0,1.0
1985,1277,2.0,2.0,0.5
1985,1278,3.0,1.0,0.75
1985,1279,5.0,1.0,0.8333333333333334
1985,1280,3.0,4.0,0.42857142857142855
1985,1281,3.0,2.0,0.6
1985,1283,3.0,1.0,0.75
1985,1284,5.0,8.0,0.38461538461538464
1985,1285,3.0,3.0,0.5
1985,1286,2.0,4.0,0.3333333333333333
1985,1287,2.0,2.0,0.5
1985,1292,6.0,3.0,0.6666666666666666
1985,1293,1.0,6.0,0.14285714285714285
1985,1296,3.0,2.0,0.6
1985,1298,2.0,3.0,0.4
1985,1299,3.0,2.0,0.6
1985,1301,3.0,3.0,0.5
1985,1304,1.0,3.0,0.25
1985,1305,3.0,1.0,0.75
1985,1306,4.0,3.0,0.5714285714285714
1985,1307,4.0,2.0,0.6666666666666666
1985,1308,3.0,4.0,0.42857142857142855
1985,1309,2.0,2.0,0.5
1985,1310,5.0,3.0,0.625
1985,1311,3.0,5.0,0.375
1985,1314,2.0,3.0,0.4
1985,1317,3.0,0.0,1.0
1985,1318,3.0,4.0,0.42857142857142855
1985,1319,3.0,3.0,0.5
1985,1320,3.0,3.0,0.5
1985,1321,1.0,3.0,0.25
1985,1323,3.0,4.0,0.42857142857142855
1985,1325,3.0,1.0,0.75
1985,1326,4.0,3.0,0.5714285714285714
1985,1327,2.0,2.0,0.5
1985,1328,3.0,1.0,0.75
1985,1329,2.0,2.0,0.5
1985,1330,6.0,2.0,0.75
1985,1331,2.0,3.0,0.4
1985,1332,5.0,7.0,0.4166666666666667
1985,1333,5.0,2.0,0.7142857142857143
1985,1334,3.0,0.0,1.0
1985,1335,5.0,5.0,0.5
1985,1336,2.0,3.0,0.4
1985,1337,6.0,2.0,0.75
1985,1338,2.0,2.0,0.5
1985,1339,6.0,2.0,0.75
1985,1341,1.0,3.0,0.25
1985,1343,3.0,5.0,0.375
1985,1344,4.0,1.0,0.8
1985,1345,2.0,0.0,1.0
1985,1347,4.0,3.0,0.5714285714285714
1985,1348,1.0,2.0,0.3333333333333333
1985,1349,7.0,3.0,0.7
1985,1350,2.0,2.0,0.5
1985,1351,3.0,2.0,0.6
1985,1352,3.0,3.0,0.5
1985,1353,1.0,4.0,0.2
1985,1354,2.0,7.0,0.2222222222222222
1985,1356,2.0,3.0,0.4
1985,1359,3.0,1.0,0.75
1985,1360,4.0,2.0,0.6666666666666666
1985,1361,3.0,3.0,0.5
1985,1363,2.0,5.0,0.2857142857142857
1985,1364,2.0,4.0,0.3333333333333333
1985,1365,1.0,3.0,0.25
1985,1368,4.0,3.0,0.5714285714285714
1985,1371,2.0,6.0,0.25
1985,1373,2.0,0.0,1.0
1985,1374,4.0,3.0,0.5714285714285714
1985,1375,2.0,5.0,0.2857142857142857
1985,1376,1.0,0.0,1.0
1985,1378,6.0,4.0,0.6
1985,1379,1.0,5.0,0.16666666666666666
1985,1380,1.0,4.0,0.2
1985,1383,1.0,3.0,0.25
1985,1384,2.0,2.0,0.5
1985,1385,6.0,1.0,0.8571428571428571
1985,1386,3.0,3.0,0.5
1985,1387,3.0,3.0,0.5
1985,1388,1.0,5.0,0.16666666666666666
1985,1389,5.0,2.0,0.7142857142857143
1985,1391,3.0,1.0,0.75
1985,1393,3.0,4.0,0.42857142857142855
1985,1395,3.0,5.0,0.375
1985,1396,5.0,2.0,0.7142857142857143
1985,1397,2.0,2.0,0.5
1985,1398,3.0,6.0,0.3333333333333333
1985,1399,3.0,3.0,0.5
1985,1400,7.0,1.0,0.875
1985,1401,4.0,4.0,0.5
1985,1402,1.0,1.0,0.5
1985,1403,6.0,3.0,0.6666666666666666
1985,1405,2.0,4.0,0.3333333333333333
1985,1406,4.0,7.0,0.36363636363636365
1985,1408,4.0,4.0,0.5
1985,1409,3.0,2.0,0.6
1985,1410,1.0,4.0,0.2
1985,1411,2.0,7.0,0.2222222222222222
1985,1412,5.0,5.0,0.5
1985,1414,3.0,4.0,0.42857142857142855
1985,1416,3.0,3.0,0.5
1985,1417,2.0,4.0,0.3333333333333333
1985,1418,1.0,4.0,0.2
1985,1419,3.0,4.0,0.42857142857142855
1985,1423,3.0,3.0,0.5
1985,1424,4.0,0.0,1.0
1985,1425,6.0,3.0,0.6666666666666666
1985,1426,3.0,1.0,0.75
1985,1427,3.0,5.0,0.375
1985,1428,5.0,5.0,0.5
1985,1429,5.0,3.0,0.625
1985,1431,4.0,4.0,0.5
1985,1432,3.0,5.0,0.375
1985,1433,2.0,2.0,0.5
1985,1435,4.0,3.0,0.5714285714285714
1985,1436,2.0,1.0,0.6666666666666666
1985,1437,2.0,4.0,0.3333333333333333
1985,1438,3.0,4.0,0.42857142857142855
1985,1439,2.0,0.0,1.0
1985,1440,6.0,4.0,0.6
1985,1441,3.0,4.0,0.42857142857142855
1985,1442,2.0,1.0,0.6666666666666666
1985,1443,1.0,4.0,0.2
1985,1444,3.0,4.0,0.42857142857142855
1985,1446,3.0,2.0,0.6
1985,1447,3.0,4.0,0.42857142857142855
1985,1448,4.0,6.0,0.4
1985,1449,3.0,0.0,1.0
1985,1450,3.0,4.0,0.42857142857142855
1985,1451,1.0,3.0,0.25
1985,1452,3.0,2.0,0.6
1985,1453,1.0,6.0,0.14285714285714285
1985,1455,4.0,3.0,0.5714285714285714
1985,1456,4.0,2.0,0.6666666666666666
1985,1458,4.0,1.0,0.8
1985,1461,5.0,4.0,0.5555555555555556
1985,1462,4.0,2.0,0.6666666666666666
1985,1463,7.0,0.0,1.0
1985,1464,5.0,3.0,0.625
1986,1102,2.0,5.0,0.2857142857142857
1986,1103,4.0,1.0,0.8
1986,1104,3.0,3.0,0.5
1986,1106,3.0,2.0,0.6
1986,1108,4.0,1.0,0.8
1986,1110,2.0,1.0,0.6666666666666666
1986,1111,7.0,2.0,0.7777777777777778
1986,1112,3.0,4.0,0.42857142857142855
1986,1113,6.0,2.0,0.75
1986,1114,5.0,3.0,0.625
1986,1116,4.0,4.0,0.5
1986,1117,3.0,0.0,1.0
1986,1119,5.0,3.0,0.625
1986,1120,4.0,5.0,0.4444444444444444
1986,1121,3.0,5.0,0.375
1986,1122,1.0,2.0,0.3333333333333333
1986,1123,5.0,3.0,0.625
1986,1124,2.0,1.0,0.6666666666666666
1986,1126,4.0,3.0,0.5714285714285714
1986,1129,3.0,4.0,0.42857142857142855
1986,1130,5.0,2.0,0.7142857142857143
1986,1131,4.0,0.0,1.0
1986,1132,4.0,2.0,0.6666666666666666
1986,1133,11.0,0.0,1.0
1986,1134,2.0,5.0,0.2857142857142857
1986,1135,6.0,5.0,0.5454545454545454
1986,1137,3.0,1.0,0.75
1986,1140,4.0,5.0,0.4444444444444444
1986,1141,3.0,7.0,0.3
1986,1143,5.0,2.0,0.7142857142857143
1986,1145,5.0,4.0,0.5555555555555556
1986,1147,5.0,2.0,0.7142857142857143
1986,1149,2.0,1.0,0.6666666666666666
1986,1150,4.0,3.0,0.5714285714285714
1986,1151,7.0,3.0,0.7
1986,1152,4.0,1.0,0.8
1986,1153,5.0,4.0,0.5555555555555556
1986,1154,2.0,4.0,0.3333333333333333
1986,1155,2.0,3.0,0.4
1986,1160,1.0,1.0,0.5
1986,1161,1.0,4.0,0.2
1986,1163,2.0,5.0,0.2857142857142857
1986,1164,3.0,5.0,0.375
1986,1165,4.0,4.0,0.5
1986,1166,3.0,3.0,0.5
1986,1168,2.0,3.0,0.4
1986,1171,2.0,4.0,0.3333333333333333
1986,1172,2.0,2.0,0.5
1986,1173,4.0,4.0,0.5
1986,1174,2.0,5.0,0.2857142857142857
1986,1175,4.0,3.0,0.5714285714285714
1986,1177,3.0,2.0,0.6
1986,1178,3.0,3.0,0.5
1986,1179,5.0,2.0,0.7142857142857143
1986,1180,3.0,3.0,0.5
1986,1181,4.0,1.0,0.8
1986,1182,3.0,4.0,0.42857142857142855
1986,1183,5.0,3.0,0.625
1986,1184,1.0,4.0,0.2
1986,1185,1.0,5.0,0.16666666666666666
1986,1186,7.0,1.0,0.875
1986,1187,3.0,2.0,0.6
1986,1190,4.0,4.0,0.5
1986,1191,2.0,2.0,0.5
1986,1192,2.0,3.0,0.4
1986,1193,10.0,3.0,0.7692307692307693
1986,1196,4.0,5.0,0.4444444444444444
1986,1197,1.0,6.0,0.14285714285714285
1986,1199,3.0,2.0,0.6
1986,1200,2.0,4.0,0.3333333333333333
1986,1201,4.0,5.0,0.4444444444444444
1986,1202,2.0,3.0,0.4
1986,1203,1.0,4.0,0.2
1986,1204,4.0,8.0,0.3333333333333333
1986,1206,3.0,4.0,0.42857142857142855
1986,1207,3.0,4.0,0.42857142857142855
1986,1208,4.0,5.0,0.4444444444444444
1986,1209,5.0,2.0,0.7142857142857143
1986,1210,3.0,3.0,0.5
1986,1211,4.0,5.0,0.4444444444444444
1986,1212,3.0,1.0,0.75
1986,1215,1.0,6.0,0.14285714285714285
1986,1216,1.0,2.0,0.3333333333333333
1986,1217,1.0,1.0,0.5
1986,1218,3.0,3.0,0.5
1986,1220,7.0,2.0,0.7777777777777778
1986,1221,5.0,2.0,0.7142857142857143
1986,1222,3.0,4.0,0.42857142857142855
1986,1223,4.0,4.0,0.5
1986,1224,3.0,4.0,0.42857142857142855
1986,1225,3.0,4.0,0.42857142857142855
1986,1226,3.0,2.0,0.6
1986,1227,3.0,4.0,0.42857142857142855
1986,1228,3.0,6.0,0.3333333333333333
1986,1229,2.0,2.0,0.5
1986,1231,5.0,2.0,0.7142857142857143
1986,1232,1.0,7.0,0.125
1986,1233,4.0,3.0,0.5714285714285714
1986,1234,1.0,1.0,0.5
1986,1235,5.0,3.0,0.625
1986,1238,2.0,3.0,0.4
1986,1239,3.0,1.0,0.75
1986,1241,2.0,6.0,0.25
1986,1242,3.0,2.0,0.6
1986,1243,1.0,2.0,0.3333333333333333
1986,1245,2.0,1.0,0.6666666666666666
1986,1246,4.0,1.0,0.8
1986,1247,2.0,3.0,0.4
1986,1248,2.0,1.0,0.6666666666666666
1986,1249,1.0,1.0,0.5
1986,1250,3.0,8.0,0.2727272727272727
1986,1253,3.0,3.0,0.5
1986,1254,3.0,3.0,0.5
1986,1256,5.0,5.0,0.5
1986,1257,5.0,3.0,0.625
1986,1258,4.0,2.0,0.6666666666666666
1986,1259,3.0,2.0,0.6
1986,1260,4.0,6.0,0.4
1986,1261,1.0,4.0,0.2
1986,1263,2.0,3.0,0.4
1986,1265,3.0,2.0,0.6
1986,1266,2.0,5.0,0.2857142857142857
1986,1267,4.0,3.0,0.5714285714285714
1986,1268,5.0,4.0,0.5555555555555556
1986,1269,1.0,4.0,0.2
1986,1270,1.0,2.0,0.3333333333333333
1986,1271,2.0,3.0,0.4
1986,1272,3.0,3.0,0.5
1986,1273,3.0,5.0,0.375
1986,1274,1.0,1.0,0.5
1986,1275,4.0,3.0,0.5714285714285714
1986,1276,3.0,0.0,1.0
1986,1277,2.0,1.0,0.6666666666666666
1986,1278,2.0,2.0,0.5
1986,1279,2.0,3.0,0.4
1986,1280,1.0,4.0,0.2
1986,1281,1.0,2.0,0.3333333333333333
1986,1283,2.0,3.0,0.4
1986,1284,2.0,3.0,0.4
1986,1285,3.0,1.0,0.75
1986,1286,3.0,4.0,0.42857142857142855
1986,1287,2.0,3.0,0.4
1986,1288,3.0,0.0,1.0
1986,1290,2.0,3.0,0.4
1986,1292,4.0,2.0,0.6666666666666666
1986,1293,1.0,3.0,0.25
1986,1296,3.0,3.0,0.5
1986,1298,3.0,0.0,1.0
1986,1299,5.0,3.0,0.625
1986,1301,4.0,5.0,0.4444444444444444
1986,1304,2.0,1.0,0.6666666666666666
1986,1305,3.0,3.0,0.5
1986,1306,8.0,5.0,0.6153846153846154
1986,1307,5.0,6.0,0.45454545454545453
1986,1308,4.0,2.0,0.6666666666666666
1986,1309,1.0,1.0,0.5
1986,1310,5.0,1.0,0.8333333333333334
1986,1311,1.0,1.0,0.5
1986,1314,3.0,0.0,1.0
1986,1317,2.0,2.0,0.5
