TeamID,Elo,Season
3257,1500.0,1985
3258,1500.0,1985
3259,1500.0,1985
3260,1500.0,1985
3262,1500.0,1985
3263,1500.0,1985
3264,1500.0,1985
3265,1500.0,1985
1230,1500.0,1985
3267,1500.0,1985
3268,1500.0,1985
3270,1500.0,1985
3271,1500.0,1985
1236,1500.0,1985
3272,1500.0,1985
1237,1500.0,1985
3273,1500.0,1985
3274,1500.0,1985
3275,1500.0,1985
3276,1500.0,1985
3277,1500.0,1985
3278,1500.0,1985
1244,1500.0,1985
3280,1500.0,1985
3282,1500.0,1985
3284,1500.0,1985
3285,1500.0,1985
3286,1500.0,1985
3287,1500.0,1985
1252,1500.0,1985
3288,1500.0,1985
3289,1500.0,1985
3290,1500.0,1985
1255,1500.0,1985
3291,1500.0,1985
3292,1500.0,1985
3293,1500.0,1985
3294,1500.0,1985
3295,1500.0,1985
3296,1500.0,1985
3297,1500.0,1985
1262,1500.0,1985
3299,1500.0,1985
3300,1500.0,1985
3303,1500.0,1985
3304,1500.0,1985
3305,1500.0,1985
3306,1500.0,1985
3308,1500.0,1985
3309,1500.0,1985
3310,1500.0,1985
3470,1500.0,1985
3311,1500.0,1985
3312,1500.0,1985
3313,1500.0,1985
3314,1500.0,1985
3315,1500.0,1985
3316,1500.0,1985
3317,1500.0,1985
3318,1500.0,1985
3319,1500.0,1985
3320,1500.0,1985
3321,1500.0,1985
3322,1500.0,1985
3323,1500.0,1985
3324,1500.0,1985
1289,1500.0,1985
3325,1500.0,1985
3326,1500.0,1985
3328,1500.0,1985
3329,1500.0,1985
1294,1500.0,1985
3330,1500.0,1985
1295,1500.0,1985
3331,1500.0,1985
3332,1500.0,1985
1297,1500.0,1985
3333,1500.0,1985
3334,1500.0,1985
3335,1500.0,1985
1300,1500.0,1985
3471,1500.0,1985
3337,1500.0,1985
1303,1500.0,1985
3340,1500.0,1985
3341,1500.0,1985
3342,1500.0,1985
3343,1500.0,1985
3344,1500.0,1985
3346,1500.0,1985
1312,1500.0,1985
3348,1500.0,1985
1313,1500.0,1985
3350,1500.0,1985
1315,1500.0,1985
3351,1500.0,1985
1316,1500.0,1985
3352,1500.0,1985
3354,1500.0,1985
3355,1500.0,1985
3357,1500.0,1985
3358,1500.0,1985
3359,1500.0,1985
1324,1500.0,1985
3360,1500.0,1985
3472,1500.0,1985
3362,1500.0,1985
3363,1500.0,1985
3365,1500.0,1985
3366,1500.0,1985
3367,1500.0,1985
3369,1500.0,1985
3370,1500.0,1985
3371,1500.0,1985
3372,1500.0,1985
3373,1500.0,1985
3374,1500.0,1985
3375,1500.0,1985
1340,1500.0,1985
3376,1500.0,1985
3377,1500.0,1985
1342,1500.0,1985
3378,1500.0,1985
3379,1500.0,1985
3380,1500.0,1985
3381,1500.0,1985
1346,1500.0,1985
3382,1500.0,1985
3383,1500.0,1985
3384,1500.0,1985
3473,1500.0,1985
3386,1500.0,1985
3388,1500.0,1985
3390,1500.0,1985
1355,1500.0,1985
3391,1500.0,1985
3392,1500.0,1985
1357,1500.0,1985
3393,1500.0,1985
3394,1500.0,1985
3395,1500.0,1985
3398,1500.0,1985
3399,1500.0,1985
3400,1500.0,1985
3401,1500.0,1985
1366,1500.0,1985
3402,1500.0,1985
1367,1500.0,1985
3403,1500.0,1985
3404,1500.0,1985
3405,1500.0,1985
1370,1500.0,1985
3406,1500.0,1985
3474,1500.0,1985
3410,1500.0,1985
3411,1500.0,1985
3412,1500.0,1985
1377,1500.0,1985
3413,1500.0,1985
3414,1500.0,1985
3415,1500.0,1985
3416,1500.0,1985
3417,1500.0,1985
3418,1500.0,1985
3419,1500.0,1985
3421,1500.0,1985
3422,1500.0,1985
3423,1500.0,1985
3424,1500.0,1985
3425,1500.0,1985
3426,1500.0,1985
3427,1500.0,1985
1392,1500.0,1985
3428,1500.0,1985
3429,1500.0,1985
1394,1500.0,1985
3430,1500.0,1985
3431,1500.0,1985
3433,1500.0,1985
3434,1500.0,1985
3475,1500.0,1985
3437,1500.0,1985
3438,1500.0,1985
3439,1500.0,1985
3441,1500.0,1985
3442,1500.0,1985
3443,1500.0,1985
3444,1500.0,1985
3445,1500.0,1985
3447,1500.0,1985
3448,1500.0,1985
1413,1500.0,1985
3449,1500.0,1985
3450,1500.0,1985
1415,1500.0,1985
3451,1500.0,1985
3452,1500.0,1985
3455,1500.0,1985
3456,1500.0,1985
3457,1500.0,1985
3458,1500.0,1985
3459,1500.0,1985
3476,1500.0,1985
3460,1500.0,1985
3461,1500.0,1985
3462,1500.0,1985
3463,1500.0,1985
3464,1500.0,1985
3465,1500.0,1985
3101,1500.0,1985
3102,1500.0,1985
3103,1500.0,1985
3104,1500.0,1985
3105,1500.0,1985
3106,1500.0,1985
3107,1500.0,1985
3108,1500.0,1985
3466,1500.0,1985
3110,1500.0,1985
3111,1500.0,1985
3112,1500.0,1985
3113,1500.0,1985
3114,1500.0,1985
3115,1500.0,1985
3116,1500.0,1985
3117,1500.0,1985
3468,1500.0,1985
3119,1500.0,1985
3120,1500.0,1985
3469,1500.0,1985
3122,1500.0,1985
3123,1500.0,1985
3124,1500.0,1985
3125,1500.0,1985
3126,1500.0,1985
3127,1500.0,1985
3128,1500.0,1985
3129,1500.0,1985
3130,1500.0,1985
3131,1500.0,1985
3132,1500.0,1985
3133,1500.0,1985
1101,1500.0,1985
3135,1500.0,1985
3136,1500.0,1985
3137,1500.0,1985
3138,1500.0,1985
3139,1500.0,1985
3140,1500.0,1985
3141,1500.0,1985
3142,1500.0,1985
3143,1500.0,1985
3144,1500.0,1985
3145,1500.0,1985
3146,1500.0,1985
3147,1500.0,1985
3148,1500.0,1985
3149,1500.0,1985
1102,1374.631313842373,1985
1103,1440.6633496910965,1985
1104,1628.353701722166,1985
3151,1500.0,1985
1106,1451.9222497748622,1985
3150,1500.0,1985
1108,1622.0209850920105,1985
1109,1249.9432498191823,1985
1110,1392.5667331095833,1985
1111,1452.9851639594795,1985
1112,1597.1201363772548,1985
1113,1462.6021587742136,1985
1114,1542.3317985422566,1985
3163,1500.0,1985
1116,1596.281245886079,1985
1117,1482.4888937290366,1985
1118,1500.0,1985
1119,1533.8836859356495,1985
1120,1607.6022434015388,1985
1121,1371.5841739021632,1985
1122,1365.4545085288823,1985
1123,1485.1570497186665,1985
1124,1426.001810824026,1985
3170,1500.0,1985
1126,1355.4306688467657,1985
3168,1500.0,1985
3169,1500.0,1985
1129,1489.6096395546754,1985
