Season,TeamID,MasseyMedian,MasseyMean,MasseyStd
2003,1102,0.5244648318042813,0.5287001802472211,0.05629942912131407
2003,1103,0.47859327217125386,0.48382586386184157,0.040425849476472465
2003,1104,0.8868501529051988,0.8850959917671557,0.023146871768069004
2003,1105,0.051987767584097844,0.05543449727835409,0.018151156296343215
2003,1106,0.18807339449541288,0.20179173271546,0.07074207353134838
2003,1107,0.07339449541284404,0.07621298128493667,0.019682875274335987
2003,1108,0.1620795107033639,0.16320182768734667,0.03803684782995718
2003,1110,0.46086759542417033,0.4729454404935607,0.08427263192827043
2003,1111,0.538353328628558,0.5275687176514664,0.11679343317950559
2003,1112,0.9938837920489296,0.9879081997651485,0.01760503222861939
2003,1113,0.8960244648318043,0.890583169204324,0.021151909486424956
2003,1114,0.5412844036697247,0.5409631925641999,0.0483249915304811
2003,1115,0.024464831804281384,0.022399445677013578,0.01472589548864248
2003,1116,0.6024464831804281,0.5985035278127561,0.08903453644446628
2003,1117,0.42660550458715596,0.44123479083993566,0.0805661530450653
2003,1119,0.024464831804281384,0.025196872810652263,0.007951171304475233
2003,1120,0.8669724770642202,0.8680099440910738,0.02437420368748676
2003,1122,0.7308868501529052,0.701202513416041,0.11801573699400013
2003,1123,0.5336391437308868,0.5170543468177935,0.07306021438248315
2003,1124,0.6804281345565749,0.6749647346850081,0.04950674570058115
2003,1125,0.5061162079510704,0.5129906765497699,0.0861641106746065
2003,1126,0.036867142371729555,0.04147871396657149,0.01927879389465258
2003,1127,0.3562691131498471,0.35496534712580763,0.05013232709473547
2003,1128,0.39449541284403666,0.3895169843182075,0.09228334800433173
2003,1129,0.4281345565749235,0.42542403965951364,0.0635102633929242
2003,1130,0.8486238532110091,0.8491069485636854,0.019942819788068954
2003,1131,0.6036782195039075,0.605583407518108,0.05965180501888673
2003,1132,0.481651376146789,0.47353358097466747,0.053474523050709724
2003,1133,0.46024464831804285,0.4621800970577729,0.0644403024625776
2003,1135,0.536697247706422,0.5367106112159179,0.0805830313917343
2003,1137,0.3012232415902141,0.30081726765302946,0.04118334415836559
2003,1138,0.14285309774606408,0.16146081224512598,0.0768403778960707
2003,1139,0.8944954128440368,0.8761060527088589,0.06601923521675465
2003,1140,0.9174311926605505,0.9113605974552188,0.027449273576039556
2003,1141,0.8562691131498471,0.8486587828366926,0.06681976719650468
2003,1142,0.4525993883792049,0.4546459374674881,0.0760946176695999
2003,1143,0.8939998867368898,0.841454475006123,0.19463859203004888
2003,1144,0.030581039755351647,0.03050386196455633,0.011661151195862007
2003,1145,0.290519877675841,0.29833814317174634,0.07881560252082327
2003,1147,0.23700305810397554,0.23883158339265553,0.05936718769920757
2003,1148,0.2813455657492355,0.2857649180584961,0.06444760776044857
2003,1149,0.25840978593272174,0.2556755196393621,0.07241835911525361
2003,1150,0.6896024464831805,0.6755387685276154,0.06822527539189016
2003,1151,0.6529051987767585,0.6469982892657835,0.08028214317528956
2003,1152,0.04587155963302747,0.046878978622997336,0.01691221652835452
2003,1153,0.8730886850152906,0.8738665668311287,0.03290106633736074
2003,1154,0.09480122324159024,0.10573152337858219,0.0577920043400583
2003,1155,0.6972477064220184,0.6838864083755252,0.059416877528803994
2003,1156,0.23088685015290517,0.23802552161249768,0.07139443844495744
2003,1157,0.21406727828746175,0.21058743835232413,0.0666236017818416
2003,1158,0.7415902140672783,0.713223001738922,0.1024683270302043
2003,1159,0.25993883792048933,0.2602224518234592,0.05033651809314968
2003,1160,0.8776758409785933,0.8772573055987339,0.025872052994214155
2003,1161,0.7415902140672783,0.7433451337094079,0.03741251078777433
2003,1162,0.010703363914373043,0.02088451057780073,0.02171474943656445
2003,1163,0.9128440366972477,0.866862590065954,0.19980779991326172
2003,1164,0.1422018348623853,0.16557886418113077,0.05300372978651012
2003,1165,0.11773700305810397,0.12292560407419195,0.02883028303951168
2003,1166,0.9418960244648318,0.9069319443597392,0.12689307274777306
2003,1168,0.23394495412844035,0.24348885229619174,0.07518083311949154
2003,1169,0.39296636085626907,0.40892503058360224,0.0591223429897933
2003,1170,0.26146788990825687,0.26188893911415945,0.06632779108366602
2003,1171,0.1207951070336391,0.13336308668112948,0.05272872179233987
2003,1172,0.5795107033639144,0.5856881605199649,0.07923556793329213
2003,1173,0.9388379204892966,0.8941978212824289,0.14608916781884965
2003,1174,0.4709480122324159,0.48626712976416153,0.05348096685579244
2003,1175,0.25993883792048933,0.27011817032414265,0.08171856869464836
2003,1176,0.5229357798165137,0.5295489078822413,0.0405126582525054
2003,1177,0.8042813455657493,0.794746288070627,0.03865438137251198
2003,1178,0.6972477064220184,0.7158410785313106,0.06365063632117095
2003,1179,0.3042813455657492,0.29913874423498454,0.07711880275403105
2003,1180,0.6483180428134556,0.6569739889473655,0.05786532325628379
2003,1181,0.9663608562691132,0.953513131260328,0.05843742266590715
2003,1182,0.3211009174311926,0.3132125646201919,0.06763797120800642
2003,1183,0.45565749235474007,0.4580188513890619,0.043195695710140376
2003,1184,0.16819571865443428,0.1839416920483659,0.04266762739534073
2003,1185,0.4311926605504587,0.41714507261907874,0.040171522498090584
2003,1186,0.6334368383909668,0.6356816363598159,0.04101265327659106
2003,1187,0.5382262996941896,0.5380432593330596,0.06630666455471033
2003,1189,0.19266055045871555,0.19260332440041023,0.07227861029528906
2003,1190,0.6207951070336392,0.6166748385231926,0.0742487802482315
2003,1191,0.4877675840978593,0.49300101373046146,0.051857557595383325
2003,1192,0.2018348623853211,0.19884579509422107,0.05466611041734773
2003,1193,0.6039755351681957,0.6016772472861698,0.07818273100872596
2003,1194,0.11620795107033643,0.11800035516441344,0.024714643893333662
2003,1196,0.9694189602446484,0.9517010134628211,0.07773272084389499
2003,1197,0.24923547400611623,0.2716361830024359,0.10426032137891313
2003,1198,0.2232415902140673,0.24266375826008854,0.09257709422757283
2003,1199,0.7446483180428134,0.7347079579891237,0.04170714456256044
2003,1200,0.09633027522935783,0.11735237742343338,0.063964003139442
2003,1201,0.7629969418960244,0.7552185901151542,0.055452715539153395
2003,1202,0.3058103975535168,0.3124413812154413,0.04206850807180674
2003,1203,0.5428134556574924,0.5633709151608055,0.09327711206374292
2003,1204,0.3730886850152905,0.3705023500814111,0.07263908069248463
2003,1205,0.09174311926605505,0.10107420322476987,0.03637988632202167
2003,1206,0.5795107033639144,0.5851093578391653,0.06918126239545157
2003,1207,0.7691131498470948,0.7674234205561783,0.06483865880882438
2003,1208,0.9617737003058104,0.9129381104228198,0.2105770544753059
2003,1209,0.31498470948012236,0.34078015220307,0.06683999749596783
2003,1210,0.8027522935779816,0.8053060615239065,0.04867635531737251
2003,1211,0.8715596330275229,0.8696231208445635,0.021986096783505375
2003,1212,0.11162079510703365,0.10889076977402215,0.03628468027528885
2003,1214,0.308868501529052,0.33445555294179147,0.09448021297878154
2003,1216,0.39908256880733944,0.40251602211756915,0.062333359031097435
2003,1217,0.31651376146788995,0.31374585193077725,0.06912357073669084
2003,1218,0.7048929663608563,0.6935615021250927,0.06757861970127214
2003,1219,0.07951070336391436,0.08099030396026256,0.031691953875144015
2003,1220,0.17125382262996947,0.19633644576260156,0.06356876154118325
2003,1221,0.808868501529052,0.798790488358756,0.0718422529861856
2003,1222,0.3685015290519878,0.34864199580875244,0.08113384660363765
2003,1224,0.1559633027522936,0.1731283809166522,0.060289082291536136
2003,1225,0.3363914373088685,0.3220443607014932,0.03791656878302506
2003,1226,0.4327217125382263,0.43505948875799566,0.03794912873161418
2003,1227,0.7951070336391437,0.7892344310629973,0.0377588149451543
2003,1228,0.9663608562691132,0.9453845718218807,0.09095665104477155
2003,1229,0.3226299694189602,0.32356805959792106,0.07381401579983
2003,1231,0.8807339449541285,0.8739306988641402,0.025700040456578727
2003,1232,0.21100917431192662,0.2202165836668445,0.06560675417868769
2003,1233,0.4938837920489297,0.5074950863797778,0.04922469259625896
2003,1234,0.735474006116208,0.7295050248333214,0.05568817092975018
2003,1235,0.7706422018348624,0.7663882700418049,0.055923354364509334
2003,1236,0.17125382262996947,0.171568900009267,0.035375377367995044
2003,1237,0.5351681957186545,0.5353739655772396,0.0651825053395829
2003,1238,0.13761467889908252,0.14466945109416776,0.03318531214883308
2003,1239,0.25229357798165136,0.24970089570107556,0.046422319867489424
2003,1240,0.4587155963302752,0.4512220090210736,0.06643059158027498
2003,1241,0.3103975535168196,0.3198117654233862,0.04469685770419667
2003,1242,0.9846386906784461,0.9697566464632383,0.052407176463658126
2003,1243,0.6788990825688073,0.6895015449395734,0.08505948659929759
2003,1245,0.7767584097859327,0.7676927407571408,0.039673946640880746
2003,1246,0.9969418960244648,0.9932685047236526,0.009669334072135752
2003,1247,0.481651376146789,0.4728068161842222,0.06439621845493172
2003,1248,0.23700305810397554,0.24242067354137872,0.04713831737364183
2003,1249,0.25840978593272174,0.26702149282829263,0.04412020441155144
2003,1250,0.31498470948012236,0.3202201404360066,0.06469759704137505
2003,1251,0.1651376146788991,0.16951426013307647,0.07259249272691182
2003,1252,0.051987767584097844,0.06572692607351117,0.03242566383679085
2003,1253,0.08715596330275227,0.08990720368755986,0.03544899404932583
2003,1254,0.1223241590214067,0.12807689745178502,0.055285760043415115
2003,1256,0.4510703363914373,0.44072806654745855,0.0848851447300517
2003,1257,0.974006116207951,0.9428989233228106,0.11955640420581506
2003,1258,0.3379204892966361,0.3289866513530842,0.04926325058140431
2003,1259,0.042813455657492394,0.04535460834795247,0.020389854720640446
2003,1260,0.5489296636085628,0.5491625602382932,0.04707705644323179
